College,Gender,Race,Year,demographics tooltip,Number of students
Public Affairs,Female,"Black or African American, only",2009,11 (0.0%) students,11
Public Affairs,Female,"Asian, only",2009,9 (0.0%) students,9
Public Affairs,Female,"White, only",2008,123 (0.2%) students,123
Public Affairs,Female,Unknown or Blank,2008,No students match your selections or these data are privacy suppressed.,
Public Affairs,Female,"Two or more, excluding Hispanic and Black or African American",2008,No students match your selections or these data are privacy suppressed.,
Public Affairs,Female,Non-resident Alien,2008,34 (0.1%) students,34
Public Affairs,Female,Hispanic,2008,21 (0.0%) students,21
Public Affairs,Female,"Black or African American, only",2008,9 (0.0%) students,9
Public Affairs,Female,"Asian, only",2008,14 (0.0%) students,14
Public Affairs,Male,"White, only",2018,80 (0.2%) students,80
Public Affairs,Male,Unknown or Blank,2018,5 (0.0%) students,5
Public Affairs,Male,"Two or more, excluding Hispanic and Black or African American",2018,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,Non-resident Alien,2018,17 (0.0%) students,17
Public Affairs,Male,Hispanic,2018,18 (0.0%) students,18
Public Affairs,Male,"Black or African American, only",2018,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,"Asian, only",2018,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,"White, only",2017,89 (0.2%) students,89
Public Affairs,Male,Unknown or Blank,2017,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,"Two or more, excluding Hispanic and Black or African American",2017,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,Non-resident Alien,2017,17 (0.0%) students,17
Public Affairs,Male,Hispanic,2017,23 (0.0%) students,23
Public Affairs,Male,"Black or African American, only",2017,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,"Asian, only",2017,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,"White, only",2016,83 (0.2%) students,83
Public Affairs,Male,Unknown or Blank,2016,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,"Two or more, excluding Hispanic and Black or African American",2016,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,Non-resident Alien,2016,12 (0.0%) students,12
Public Affairs,Male,Hispanic,2016,21 (0.0%) students,21
Public Affairs,Male,"Black or African American, only",2016,6 (0.0%) students,6
Public Affairs,Male,"Asian, only",2016,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,"White, only",2015,80 (0.2%) students,80
Public Affairs,Male,Unknown or Blank,2015,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,"Two or more, excluding Hispanic and Black or African American",2015,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,Non-resident Alien,2015,8 (0.0%) students,8
Public Affairs,Male,Hispanic,2015,14 (0.0%) students,14
Public Affairs,Male,"Black or African American, only",2015,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,"Asian, only",2015,5 (0.0%) students,5
Public Affairs,Male,"White, only",2014,79 (0.2%) students,79
Public Affairs,Male,Unknown or Blank,2014,5 (0.0%) students,5
Public Affairs,Male,"Two or more, excluding Hispanic and Black or African American",2014,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,Non-resident Alien,2014,16 (0.0%) students,16
Public Affairs,Male,Hispanic,2014,19 (0.0%) students,19
Public Affairs,Male,"Black or African American, only",2014,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,"Asian, only",2014,7 (0.0%) students,7
Public Affairs,Male,"White, only",2013,90 (0.2%) students,90
Public Affairs,Male,Unknown or Blank,2013,7 (0.0%) students,7
Public Affairs,Male,"Two or more, excluding Hispanic and Black or African American",2013,5 (0.0%) students,5
Public Affairs,Male,Non-resident Alien,2013,12 (0.0%) students,12
Public Affairs,Male,Hispanic,2013,28 (0.1%) students,28
Public Affairs,Male,"Black or African American, only",2013,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,"Asian, only",2013,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,"White, only",2012,99 (0.2%) students,99
Public Affairs,Male,Unknown or Blank,2012,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,"Two or more, excluding Hispanic and Black or African American",2012,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,Non-resident Alien,2012,13 (0.0%) students,13
Public Affairs,Male,Hispanic,2012,31 (0.1%) students,31
Public Affairs,Male,"Black or African American, only",2012,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,"Asian, only",2012,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,"White, only",2011,96 (0.2%) students,96
Public Affairs,Male,Unknown or Blank,2011,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,"Two or more, excluding Hispanic and Black or African American",2011,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,Non-resident Alien,2011,15 (0.0%) students,15
Public Affairs,Male,Hispanic,2011,23 (0.0%) students,23
Public Affairs,Male,"Black or African American, only",2011,6 (0.0%) students,6
Public Affairs,Male,"Asian, only",2011,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,"White, only",2010,79 (0.2%) students,79
Public Affairs,Male,Unknown or Blank,2010,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,"Two or more, excluding Hispanic and Black or African American",2010,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,Non-resident Alien,2010,15 (0.0%) students,15
Public Affairs,Male,Hispanic,2010,21 (0.0%) students,21
Public Affairs,Male,"Black or African American, only",2010,6 (0.0%) students,6
Public Affairs,Male,"Asian, only",2010,5 (0.0%) students,5
Public Affairs,Male,"White, only",2009,69 (0.1%) students,69
Public Affairs,Male,Unknown or Blank,2009,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,"Two or more, excluding Hispanic and Black or African American",2009,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,Non-resident Alien,2009,20 (0.0%) students,20
Public Affairs,Male,Hispanic,2009,14 (0.0%) students,14
Public Affairs,Male,"Black or African American, only",2009,7 (0.0%) students,7
Public Affairs,Male,"Asian, only",2009,6 (0.0%) students,6
Public Affairs,Male,"White, only",2008,75 (0.2%) students,75
Public Affairs,Male,Unknown or Blank,2008,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,"Two or more, excluding Hispanic and Black or African American",2008,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,Non-resident Alien,2008,18 (0.0%) students,18
Public Affairs,Male,Hispanic,2008,15 (0.0%) students,15
Public Affairs,Male,"Black or African American, only",2008,No students match your selections or these data are privacy suppressed.,
Public Affairs,Male,"Asian, only",2008,7 (0.0%) students,7
Social Work,Female,"White, only",2018,256 (0.5%) students,256
Social Work,Female,Unknown or Blank,2018,8 (0.0%) students,8
Social Work,Female,"Two or more, excluding Hispanic and Black or African American",2018,10 (0.0%) students,10
Social Work,Female,Non-resident Alien,2018,13 (0.0%) students,13
Social Work,Female,Hispanic,2018,140 (0.3%) students,140
Social Work,Female,"Black or African American, two or more excluding Hispanic",2018,5 (0.0%) students,5
Social Work,Female,"Black or African American, only",2018,20 (0.0%) students,20
Social Work,Female,"Asian, only",2018,19 (0.0%) students,19
Social Work,Female,"White, only",2017,258 (0.5%) students,258
Social Work,Female,Unknown or Blank,2017,13 (0.0%) students,13
Social Work,Female,"Two or more, excluding Hispanic and Black or African American",2017,7 (0.0%) students,7
Social Work,Female,Non-resident Alien,2017,16 (0.0%) students,16
Social Work,Female,Hispanic,2017,140 (0.3%) students,140
Social Work,Female,"Black or African American, two or more excluding Hispanic",2017,5 (0.0%) students,5
Social Work,Female,"Black or African American, only",2017,23 (0.0%) students,23
Social Work,Female,"Asian, only",2017,19 (0.0%) students,19
Social Work,Female,"White, only",2016,268 (0.5%) students,268
Social Work,Female,Unknown or Blank,2016,13 (0.0%) students,13
Social Work,Female,"Two or more, excluding Hispanic and Black or African American",2016,8 (0.0%) students,8
Social Work,Female,Non-resident Alien,2016,13 (0.0%) students,13
Social Work,Female,Hispanic,2016,143 (0.3%) students,143
Social Work,Female,"Black or African American, two or more excluding Hispanic",2016,6 (0.0%) students,6
Social Work,Female,"Black or African American, only",2016,28 (0.1%) students,28
Social Work,Female,"Asian, only",2016,20 (0.0%) students,20
Social Work,Female,"White, only",2015,284 (0.6%) students,284
Social Work,Female,Unknown or Blank,2015,10 (0.0%) students,10
Social Work,Female,"Two or more, excluding Hispanic and Black or African American",2015,15 (0.0%) students,15
Social Work,Female,Non-resident Alien,2015,12 (0.0%) students,12
Social Work,Female,Hispanic,2015,155 (0.3%) students,155
Social Work,Female,"Black or African American, two or more excluding Hispanic",2015,No students match your selections or these data are privacy suppressed.,
Social Work,Female,"Black or African American, only",2015,34 (0.1%) students,34
Social Work,Female,"Asian, only",2015,17 (0.0%) students,17
Social Work,Female,"White, only",2014,316 (0.6%) students,316
Social Work,Female,Unknown or Blank,2014,9 (0.0%) students,9
Social Work,Female,"Two or more, excluding Hispanic and Black or African American",2014,17 (0.0%) students,17
Social Work,Female,Non-resident Alien,2014,11 (0.0%) students,11
Social Work,Female,Hispanic,2014,155 (0.3%) students,155
Social Work,Female,"Black or African American, two or more excluding Hispanic",2014,No students match your selections or these data are privacy suppressed.,
Social Work,Female,"Black or African American, only",2014,38 (0.1%) students,38
Social Work,Female,"Asian, only",2014,19 (0.0%) students,19
Social Work,Female,"White, only",2013,343 (0.7%) students,343
Social Work,Female,Unknown or Blank,2013,8 (0.0%) students,8
Social Work,Female,"Two or more, excluding Hispanic and Black or African American",2013,16 (0.0%) students,16
Social Work,Female,Non-resident Alien,2013,12 (0.0%) students,12
Social Work,Female,Hispanic,2013,141 (0.3%) students,141
Social Work,Female,"Black or African American, two or more excluding Hispanic",2013,No students match your selections or these data are privacy suppressed.,
Social Work,Female,"Black or African American, only",2013,48 (0.1%) students,48
Social Work,Female,"Asian, only",2013,15 (0.0%) students,15
Social Work,Female,"White, only",2012,396 (0.8%) students,396
Social Work,Female,Unknown or Blank,2012,5 (0.0%) students,5
Social Work,Female,"Two or more, excluding Hispanic and Black or African American",2012,14 (0.0%) students,14
Social Work,Female,Non-resident Alien,2012,15 (0.0%) students,15
Social Work,Female,Hispanic,2012,127 (0.2%) students,127
Social Work,Female,"Black or African American, two or more excluding Hispanic",2012,5 (0.0%) students,5
Social Work,Female,"Black or African American, only",2012,45 (0.1%) students,45
Social Work,Female,"Asian, only",2012,29 (0.1%) students,29
Social Work,Female,"White, only",2011,396 (0.8%) students,396
Social Work,Female,Unknown or Blank,2011,6 (0.0%) students,6
Social Work,Female,"Two or more, excluding Hispanic and Black or African American",2011,12 (0.0%) students,12
Social Work,Female,Non-resident Alien,2011,17 (0.0%) students,17
Social Work,Female,Hispanic,2011,125 (0.2%) students,125
Social Work,Female,"Black or African American, two or more excluding Hispanic",2011,No students match your selections or these data are privacy suppressed.,
Social Work,Female,"Black or African American, only",2011,49 (0.1%) students,49
Social Work,Female,"Asian, only",2011,29 (0.1%) students,29
Social Work,Female,"White, only",2010,369 (0.7%) students,369
Social Work,Female,Unknown or Blank,2010,No students match your selections or these data are privacy suppressed.,
Social Work,Female,"Two or more, excluding Hispanic and Black or African American",2010,11 (0.0%) students,11
Social Work,Female,Non-resident Alien,2010,16 (0.0%) students,16
Social Work,Female,Hispanic,2010,129 (0.3%) students,129
Social Work,Female,"Black or African American, two or more excluding Hispanic",2010,No students match your selections or these data are privacy suppressed.,
